/r/CapableOf	/c/en/1	/c/en/equal_1	1.0
/r/CapableOf	/c/en/100_men	/c/en/row_galley	1.0
/r/CapableOf	/c/en/1940s_boy	/c/en/part_hair	1.0
/r/CapableOf	/c/en/2.54_pounds	/c/en/equal_kilo	1.0
/r/CapableOf	/c/en/a	/c/en/container	4.0
/r/CapableOf	/c/en/a	/c/en/mammal	1.0
/r/CapableOf	/c/en/aardvark	/c/en/burrow	1.0
/r/CapableOf	/c/en/aarmadillos	/c/en/get_leprosy	1.0
/r/CapableOf	/c/en/abacus	/c/en/count_transaction	1.0
/r/CapableOf	/c/en/abandoned_table	/c/en/gather_dust	1.0
/r/CapableOf	/c/en/aboriginal_people	/c/en/cook_insects	1.0
/r/CapableOf	/c/en/abortion	/c/en/kill_fetus	2.828
/r/CapableOf	/c/en/absent	/c/en/mean_missing	1.0
/r/CapableOf	/c/en/abusive_husband	/c/en/hit_wife	1.0
/r/CapableOf	/c/en/accident	/c/en/cause_injuries	2.0
/r/CapableOf	/c/en/accident	/c/en/happen_to	2.828
/r/CapableOf	/c/en/accident	/c/en/slow_traffic	3.464
/r/CapableOf	/c/en/accident	/c/en/stop_traffic	1.0
/r/CapableOf	/c/en/accidents	/c/en/cause_injury	2.0
/r/CapableOf	/c/en/accidents	/c/en/happen_anytime	3.464
/r/CapableOf	/c/en/accidents	/c/en/happen_anywhere	1.0
/r/CapableOf	/c/en/accidents	/c/en/happen_easily	1.0
/r/CapableOf	/c/en/accidents	/c/en/happen_to	2.0
/r/CapableOf	/c/en/accidents	/c/en/hurt_people	1.0
/r/CapableOf	/c/en/accidents	/c/en/slow_traffic	1.0
/r/CapableOf	/c/en/accomodations	/c/en/hotels	1.0
/r/CapableOf	/c/en/accountant	/c/en/add_figures	1.0
/r/CapableOf	/c/en/accountant	/c/en/book_returns	1.0
/r/CapableOf	/c/en/accountant	/c/en/cook_books	2.0
/r/CapableOf	/c/en/accountant	/c/en/count_numbers	1.0
/r/CapableOf	/c/en/accountant	/c/en/count_profits	1.0
/r/CapableOf	/c/en/accountant	/c/en/note_error	1.0
/r/CapableOf	/c/en/accountant	/c/en/number_accounts	1.0
/r/CapableOf	/c/en/accountants	/c/en/cook_books	2.0
/r/CapableOf	/c/en/accountants	/c/en/count_cash	1.0
/r/CapableOf	/c/en/accountants	/c/en/count_money	1.0
/r/CapableOf	/c/en/accountants	/c/en/figupon_taxes	1.0
/r/CapableOf	/c/en/accountants	/c/en/figure_taxes	1.0
/r/CapableOf	/c/en/accusations	/c/en/shade_results	1.0
/r/CapableOf	/c/en/acid	/c/en/burn_flesh	1.0
/r/CapableOf	/c/en/acid	/c/en/burn_skin	3.464
/r/CapableOf	/c/en/acid	/c/en/charge_mind	1.0
/r/CapableOf	/c/en/acid	/c/en/destroy_tissue	1.0
/r/CapableOf	/c/en/acid_indigestion	/c/en/cause_heartburn	1.0
/r/CapableOf	/c/en/acne_medication	/c/en/dry_skin	1.0
/r/CapableOf	/c/en/acorn	/c/en/produce_oak	1.0
/r/CapableOf	/c/en/acting_president	/c/en/chair_meeting	1.0
/r/CapableOf	/c/en/action	/c/en/cause_change	1.0
/r/CapableOf	/c/en/action	/c/en/cause_effect	1.0
/r/CapableOf	/c/en/action_figures	/c/en/entertain_children	1.0
/r/CapableOf	/c/en/activist	/c/en/fight_government	1.0
/r/CapableOf	/c/en/activist	/c/en/raise_consciousness	1.0
/r/CapableOf	/c/en/activists	/c/en/starting_ruckus	1.0
/r/CapableOf	/c/en/activity	/c/en/near_end	1.0
/r/CapableOf	/c/en/actor	/c/en/act_badly	2.828
/r/CapableOf	/c/en/actor	/c/en/act_poorly	1.0
/r/CapableOf	/c/en/actor	/c/en/branch_out	1.0
/r/CapableOf	/c/en/actor	/c/en/enter_scene	1.0
/r/CapableOf	/c/en/actor	/c/en/face_audience	1.0
/r/CapableOf	/c/en/actor	/c/en/milk_part	1.0
/r/CapableOf	/c/en/actor	/c/en/picture_scene	1.0
/r/CapableOf	/c/en/actor	/c/en/picture_scenery	1.0
/r/CapableOf	/c/en/actor	/c/en/play_part	1.0
/r/CapableOf	/c/en/actor	/c/en/present_award	1.0
/r/CapableOf	/c/en/actor	/c/en/pretend	2.0
/r/CapableOf	/c/en/actor	/c/en/sign_name	1.0
/r/CapableOf	/c/en/actor	/c/en/sing_songs	1.0
/r/CapableOf	/c/en/actor	/c/en/star_movie	1.0
/r/CapableOf	/c/en/actor	/c/en/wear_costume	1.0
/r/CapableOf	/c/en/actors	/c/en/act_badly	2.828
/r/CapableOf	/c/en/actors	/c/en/present_performance	2.0
/r/CapableOf	/c/en/actors	/c/en/remember_lines	1.0
/r/CapableOf	/c/en/actors	/c/en/sign_autographs	1.0
/r/CapableOf	/c/en/actors	/c/en/strike_set	1.0
/r/CapableOf	/c/en/actress	/c/en/further_career	1.0
/r/CapableOf	/c/en/actress	/c/en/study_lines	1.0
/r/CapableOf	/c/en/addict	/c/en/need_drugs	2.0
/r/CapableOf	/c/en/adding_water	/c/en/thin_liquid	2.0
/r/CapableOf	/c/en/adhesive_tape	/c/en/bind	1.0
/r/CapableOf	/c/en/adolescent	/c/en/act_childish	1.0
/r/CapableOf	/c/en/adornment	/c/en/draw_attention	1.0
/r/CapableOf	/c/en/adroit_leader	/c/en/right_situation	1.0
/r/CapableOf	/c/en/adult	/c/en/dress_herself	2.828
/r/CapableOf	/c/en/adult	/c/en/dress_himself	1.0
/r/CapableOf	/c/en/adult	/c/en/drink_beer	2.0
/r/CapableOf	/c/en/adult	/c/en/drive_car	1.0
/r/CapableOf	/c/en/adult	/c/en/drive_train	1.0
/r/CapableOf	/c/en/adult	/c/en/help_child	3.464
/r/CapableOf	/c/en/adult	/c/en/keep_property	1.0
/r/CapableOf	/c/en/adult	/c/en/marry	1.0
/r/CapableOf	/c/en/adult	/c/en/remember_childhood	1.0
/r/CapableOf	/c/en/adult	/c/en/sign_contract	2.828
/r/CapableOf	/c/en/adult	/c/en/sign_form	1.0
/r/CapableOf	/c/en/adult	/c/en/work	2.0
/r/CapableOf	/c/en/adult_birds	/c/en/feed_chicks	1.0
/r/CapableOf	/c/en/adult_male	/c/en/grow_beard	1.0
/r/CapableOf	/c/en/adult_person	/c/en/smoke_cigarette	1.0
/r/CapableOf	/c/en/adultery	/c/en/destroy_marriages	1.0
/r/CapableOf	/c/en/adults	/c/en/carry_infants	1.0
/r/CapableOf	/c/en/adults	/c/en/count	2.0
/r/CapableOf	/c/en/adults	/c/en/dress_themselves	2.828
