/r/Causes	/c/en/adultery	/c/en/rage	1.0
/r/Causes	/c/en/affair	/c/en/divorce	1.0
/r/Causes	/c/en/affair	/c/en/scandal	2.0
/r/Causes	/c/en/affect/v/wn/emotion	/c/en/feel/v/wn/emotion	2.0
/r/Causes	/c/en/affix/v/wn/contact	/c/en/adhere/v/wn/contact	2.0
/r/Causes	/c/en/age/v/wn/change	/c/en/senesce/v/wn/change	2.0
/r/Causes	/c/en/ageing	/c/en/wrinkles	1.0
/r/Causes	/c/en/agonize/v/wn/emotion	/c/en/agonize/v/wn/emotion	2.0
/r/Causes	/c/en/agreeing_with	/c/en/acceptance	2.0
/r/Causes	/c/en/agreeing_with	/c/en/accord	2.0
/r/Causes	/c/en/agreeing_with	/c/en/band_together	1.0
/r/Causes	/c/en/agreeing_with	/c/en/boring_conversation	1.0
/r/Causes	/c/en/agreeing_with	/c/en/compliance	1.0
/r/Causes	/c/en/agreeing_with	/c/en/contract	1.0
/r/Causes	/c/en/agreeing_with	/c/en/friendship	1.0
/r/Causes	/c/en/agreeing_with	/c/en/happy	1.0
/r/Causes	/c/en/agreeing_with	/c/en/happyness	1.0
/r/Causes	/c/en/agreeing_with	/c/en/harmony	2.828
/r/Causes	/c/en/agreeing_with	/c/en/like	1.0
/r/Causes	/c/en/agreeing_with	/c/en/nodding	1.0
/r/Causes	/c/en/agreeing_with	/c/en/peace	1.0
/r/Causes	/c/en/agreeing_with	/c/en/problem	1.0
/r/Causes	/c/en/agreeing_with	/c/en/rapport	1.0
/r/Causes	/c/en/agreeing_with	/c/en/reaching_concencus	1.0
/r/Causes	/c/en/agreeing_with	/c/en/reaching_concensus	1.0
/r/Causes	/c/en/agreeing_with	/c/en/smiles	1.0
/r/Causes	/c/en/air/v/wn/broadcast_medium	/c/en/air/v/wn/broadcast_medium	2.0
/r/Causes	/c/en/alarm/n/wn/artifact	/c/en/danger/n/wn/state	2.0
/r/Causes	/c/en/alcohol	/c/en/amnesia	1.0
/r/Causes	/c/en/alcohol	/c/en/brewer's_droop	1.0
/r/Causes	/c/en/alcohol	/c/en/drunkenness	2.0
/r/Causes	/c/en/alcohol	/c/en/hangover	1.0
/r/Causes	/c/en/alcoholism	/c/en/stigma	1.0
/r/Causes	/c/en/ambulance/n/wn/artifact	/c/en/injury/n/wn/state	2.0
/r/Causes	/c/en/analysing	/c/en/better_knowledge	1.0
/r/Causes	/c/en/analysing	/c/en/better_understanding	1.0
/r/Causes	/c/en/analysing	/c/en/change	1.0
/r/Causes	/c/en/analysing	/c/en/confusions	1.0
/r/Causes	/c/en/analysing	/c/en/discovering_truth	1.0
/r/Causes	/c/en/analysing	/c/en/enlightened	1.0
/r/Causes	/c/en/analysing	/c/en/greater_understanding	1.0
/r/Causes	/c/en/analysing	/c/en/headache	1.0
/r/Causes	/c/en/analysing	/c/en/insight	1.0
/r/Causes	/c/en/analysing	/c/en/knowledge	1.0
/r/Causes	/c/en/analysing	/c/en/new_insights	1.0
/r/Causes	/c/en/analysing	/c/en/new_knowledge	1.0
/r/Causes	/c/en/analysing	/c/en/tension	1.0
/r/Causes	/c/en/analysing	/c/en/thinking	1.0
/r/Causes	/c/en/analysing	/c/en/understand_better	1.0
/r/Causes	/c/en/analysing	/c/en/understanding	2.828
/r/Causes	/c/en/analysing	/c/en/understanding_structure	1.0
/r/Causes	/c/en/anger/v/wn/emotion	/c/en/anger/v/wn/emotion	2.0
/r/Causes	/c/en/answered_prayer	/c/en/stronger_faith	1.0
/r/Causes	/c/en/answering_questions	/c/en/appear_smart	1.0
/r/Causes	/c/en/answering_questions	/c/en/better_grade	1.0
/r/Causes	/c/en/answering_questions	/c/en/boredom	1.0
/r/Causes	/c/en/answering_questions	/c/en/confusion	1.0
/r/Causes	/c/en/answering_questions	/c/en/correct	1.0
/r/Causes	/c/en/answering_questions	/c/en/creative_insights	1.0
/r/Causes	/c/en/answering_questions	/c/en/discussion	1.0
/r/Causes	/c/en/answering_questions	/c/en/embarassment	1.0
/r/Causes	/c/en/answering_questions	/c/en/enlighting_others	1.0
/r/Causes	/c/en/answering_questions	/c/en/getting_anwsers	1.0
/r/Causes	/c/en/answering_questions	/c/en/getting_tired	1.0
/r/Causes	/c/en/answering_questions	/c/en/heart_searching	1.0
/r/Causes	/c/en/answering_questions	/c/en/information	1.0
/r/Causes	/c/en/answering_questions	/c/en/irritation	1.0
